id,num_trials_performed,average_action_prob,model_acc,money_sensitivity,prior_money_sensitivity,difficulty_sensitivity2,prior_difficulty_sensitivity2,difficulty_sensitivity3,prior_difficulty_sensitivity3,control_sensitivity,prior_control_sensitivity,unchosen_bonus,prior_unchosen_bonus,optimism_bias,prior_optimism_bias,inverse_temp,prior_inverse_temp,simfit_money_sensitivity,simfit_difficulty_sensitivity2,simfit_difficulty_sensitivity3,simfit_control_sensitivity,simfit_unchosen_bonus,simfit_optimism_bias,simfit_inverse_temp,money_ratio,control_ratio,diff2_ratio,diff3_ratio
5e668d33ffed4c410e662f8a,132,0.902283183756155,0.931818181818182,0.954580431102075,0,-0.335273887894571,0,0.110072870477535,0,0.388922065910502,0,-0.211172114952397,0,-0.170810030226281,0,2.40136495355595,1,1.10088060548299,-0.348667996137945,0.00637181392771992,0.401058886519629,-0.234527283638418,0.407561153750951,3.63272236282546,0.964285714285714,0.583333333333333,0.0208333333333333,0.489583333333333
5f0fab5abdec9a1aff2b2744,132,0.563140386667161,0.53030303030303,0.534988910913517,0,-0.0488255838036308,0,-0.395342168920112,0,-0.196093155066707,0,-0.230392489231435,0,0.368588607053176,0,1.50486326320103,1,0.568524824228617,-0.243037569646531,-0.396742049000503,-0.104724380938112,-0.208510686826919,0.441228098927893,1.60945518124381,0.619047619047619,0.19047619047619,0.354166666666667,0.239583333333333
63d570d979c31656fece7c7d,132,0.678086617774499,0.75,0.946857309539243,0,-0.577584504317071,0,0.0853940496952134,0,0.290733211123504,0,-0.0668344706057647,0,0.259130348682047,0,2.23410653945031,1,1.00586073194534,-0.562571585788611,0.118092259195051,0.36931391060265,-0.0209044187399983,0.0601661680166821,2.29488809431462,0.797619047619048,0.511904761904762,0.0520833333333333,0.489583333333333
665dad37740a458b78ae5c71,132,0.352792818434644,0.0227272727272727,0.327341324675994,0,-0.0919988393634852,0,0.263276121992343,0,-0.163454570462848,0,0.0723005728393563,0,-0.176446912373891,0,1.14820673516866,1,0.199990088511335,-0.0855308614098924,0.15332576535349,-0.274576277768276,0.0530049430493418,0.0845188493090012,1.09218214278438,0.476190476190476,0.285714285714286,0.260416666666667,0.385416666666667
66a66d138294ce022ab541fe,85,0.454047198816159,0.423529411764706,0.434053662873146,0,0.289419942477008,0,0.0465896338597781,0,0.623592745530752,0,-0.110056227805547,0,0.113107415268331,0,1.49286044767809,1,0.0987922683744587,0.230902584883247,0.0336339634232025,0.39613423507422,-0.160905954352135,-0.0789424051255898,1.15706494949147,0.540983606557377,0.541666666666667,0.19672131147541,0.491803278688525
66eebc1a09c4c8c4a1447329,132,0.517848559155755,0.553030303030303,0.0579132449572506,0,0.00370373110413958,0,-0.197865223764452,0,0.0601577549070352,0,-0.207089726740046,0,-0.743769113674337,0,1.47265854761034,1,0.347531239582955,0.164057665913556,-0.0264218862801905,0.312829722918459,-0.210425186636064,-0.284188518360679,1.25611356879798,0.25,0.404761904761905,0.28125,0.25
672c0491c5ac03124a6c1bd3,132,0.826316834592083,0.878787878787879,0.862933732874585,0,-0.445405700538034,0,-0.0865214757221353,0,0.380740578427768,0,-0.166901750617188,0,-0.188823338612332,0,2.12412062784257,1,0.534854487636942,-0.092866603997898,0.198275567862392,0.454755269249452,-0.234712942898004,-0.415988941113668,1.63864159366768,0.964285714285714,0.488095238095238,0.0416666666666667,0.479166666666667
67de1ad35cbb8f7342e3a7a2,132,0.517263060519127,0.484848484848485,-0.154096892718371,0,-0.154132782306623,0,-0.342681939384273,0,0.123976679334851,0,-0.294239280799768,0,-0.385381384046592,0,1.29818941457698,1,-0.0874885072404359,-0.0769200175912672,-0.157829062706713,0.206839794921327,-0.344386556260682,-0.0394056365206943,1.14438553257586,0.142857142857143,0.357142857142857,0.354166666666667,0.1875
67e0977dda2e47eafce0f06a,132,0.744739666675854,0.78030303030303,0.916072944801597,0,-0.143175527574293,0,-0.592690979579368,0,0.245141894104333,0,-0.152645588031103,0,0.270540597838702,0,2.3251593838957,1,0.78488674598312,-0.146992010590979,-0.397179207363696,0.244627520041356,-0.201531456018353,0.392347671271529,1.86847545213727,0.869047619047619,0.321428571428571,0.208333333333333,0.302083333333333
67e48a4418f934bfb160fbc2,132,0.593599118021382,0.515151515151515,1.18388754915453,0,-0.0580154053221898,0,-0.194927809252191,0,-0.152333539249341,0,0.00521587054844142,0,0.195181523994143,0,2.38012180113034,1,1.02573952347309,-0.137274451579794,-0.0892795069972575,-0.253827164383902,-0.0311476285238778,0.247877383748485,1.97219394433597,0.833333333333333,0.166666666666667,0.25,0.364583333333333
carter_test,132,0.652018969688241,0.696969696969697,0.62421013210702,0,-0.303174583016241,0,-0.556162758429184,0,0.528076333493119,0,-0.135757935789275,0,0.604124974094005,0,2.35566196461818,1,0.749770070271941,-0.265771714871929,-0.528352395694975,0.512828920367589,-0.107610179878455,0.478675486381462,2.32466758109499,0.666666666666667,0.619047619047619,0.145833333333333,0.375
