id,num_trials_performed,average_action_prob,model_acc,money_sensitivity,prior_money_sensitivity,difficulty_sensitivity2,prior_difficulty_sensitivity2,difficulty_sensitivity3,prior_difficulty_sensitivity3,control_sensitivity,prior_control_sensitivity,unchosen_bonus,prior_unchosen_bonus,optimism_bias,prior_optimism_bias,simfit_money_sensitivity,simfit_difficulty_sensitivity2,simfit_difficulty_sensitivity3,simfit_control_sensitivity,simfit_unchosen_bonus,simfit_optimism_bias
carter_test,132,0.636292389499317,0.696969696969697,1.04283190631684,0,-0.534992400888869,0,-0.77549695182919,0,0.873612256526933,0,-0.341630247996063,0,0.895752484266944,0,0.83334645158145,-0.365051144151126,-0.855714380106921,0.829747383978454,-0.295529189991947,0.583855554936893
