id,num_trials_performed,average_action_prob,model_acc,money_sensitivity,prior_money_sensitivity,difficulty_sensitivity2,prior_difficulty_sensitivity2,difficulty_sensitivity3,prior_difficulty_sensitivity3,control_sensitivity,prior_control_sensitivity,unchosen_bonus,prior_unchosen_bonus,optimism_bias,prior_optimism_bias,inverse_temp,prior_inverse_temp,simfit_money_sensitivity,simfit_difficulty_sensitivity2,simfit_difficulty_sensitivity3,simfit_control_sensitivity,simfit_unchosen_bonus,simfit_optimism_bias,simfit_inverse_temp,money_ratio,control_ratio,diff2_ratio,diff3_ratio
57b18b64f6b9390001af1e05,132,0.733536127286096,0.765151515151515,0.817465396625724,0,-0.0576291018382079,0,-0.716286269314678,0,0.15139270700565,0,-0.192509013039484,0,0.39359014638399,0,2.37202413455752,1,0.721614879866465,-0.0769579947760742,-0.762107242029718,0.311572009126366,-0.164929711815978,0.297873543503878,2.21379557620335,0.80952380952381,0.25,0.375,0.197916666666667
592dc86c61bcd8000107c131,132,0.915166363526668,0.909090909090909,0.495591763716514,0,-0.234402319706957,0,-0.271792800049572,0,0.0443500873241706,0,-0.811500261667108,0,-0.093086030499428,0,2.1420709653834,1,0.0977281240508038,-0.0216886710426901,-0.122807357472667,-0.281313356652341,-0.916213533193155,-0.456779086970844,2.38176955170602,0.976190476190476,0.416666666666667,0.145833333333333,0.364583333333333
599de70d8a6cc5000128f980,132,0.726401692001954,0.727272727272727,1.0803039411521,0,-0.268073651916315,0,-0.331033184674033,0,-0.0535180564367587,0,-0.107897006913524,0,-0.0605959753262908,0,2.34594696392561,1,0.990323732118997,-0.372614004046895,-0.0267006809764337,-0.0428887202619253,-0.14891097866122,-0.0295232340217948,1.981770125582,0.928571428571429,0.261904761904762,0.135416666666667,0.385416666666667
5b0b77a9d282ff00015b7531,132,0.815789883097133,0.856060606060606,0.82918922983358,0,-0.287657912875815,0,-0.606320083676269,0,0.255373165672399,0,-0.260271797787658,0,-0.00565889132547948,0,2.16545482743025,1,0.695684431393931,-0.294999309060678,0.0109448851329499,-0.0721526803950978,-0.41388455112114,0.114156982895545,1.64980975713326,0.892857142857143,0.416666666666667,0.166666666666667,0.34375
5e668d33ffed4c410e662f8a,132,0.902283183756155,0.931818181818182,0.954580431102075,0,-0.335273887894571,0,0.110072870477535,0,0.388922065910502,0,-0.211172114952397,0,-0.170810030226281,0,2.40136495355595,1,0.880178604737555,-0.485954750552847,-0.0248060375561069,0.377694351775917,-0.26346318853384,0.154065667621839,2.26551476930609,0.964285714285714,0.583333333333333,0.0208333333333333,0.489583333333333
5f0fab5abdec9a1aff2b2744,132,0.563140386667161,0.53030303030303,0.534988910913517,0,-0.0488255838036308,0,-0.395342168920112,0,-0.196093155066707,0,-0.230392489231435,0,0.368588607053176,0,1.50486326320103,1,0.613638389043489,0.107028726005275,-0.135179978548307,0.0309430548757884,-0.221836712159072,0.610687787016575,1.69188508103299,0.619047619047619,0.19047619047619,0.354166666666667,0.239583333333333
615374d9fd9b41728babd974,132,0.796136578478501,0.848484848484849,0.739112623858369,0,-0.184487173050975,0,0.0636455153414262,0,0.182415038302466,0,-0.365746794348979,0,-0.0425156596646573,0,1.6483844705435,1,0.716973398203473,-0.231500720105672,0.0890413120621893,0.384071458676664,-0.330386030737541,0.00633760441492235,1.69948214739523,0.880952380952381,0.44047619047619,0.114583333333333,0.40625
63d570d979c31656fece7c7d,132,0.678086617774499,0.75,0.946857309539243,0,-0.577584504317071,0,0.0853940496952134,0,0.290733211123504,0,-0.0668344706057647,0,0.259130348682047,0,2.23410653945031,1,1.11472466086666,-0.364488616120479,-0.217967616246605,0.16274206259949,-0.00638615026897364,0.464144489372814,2.64393295621208,0.797619047619048,0.511904761904762,0.0520833333333333,0.489583333333333
63dd3dd2593c92be97d8dbde,132,0.815631807834529,0.863636363636364,0.808272985763732,0,-0.295762251893544,0,-0.167478598255797,0,0.331554991804995,0,-0.277498126760526,0,0.0386087200190884,0,1.88724477237317,1,0.468360815315571,-0.393523842908153,0.134326449579477,0.306111559558928,-0.295291891408023,0.131962802638548,1.45869061576113,0.904761904761905,0.547619047619048,0.0520833333333333,0.479166666666667
641386b1cb9a9c1e3569d4ee,132,0.630783506494593,0.636363636363636,0.0923703296654188,0,0.0225700051472895,0,0.0299993435120152,0,0.201872068652647,0,-0.418947764489048,0,-0.212586307930764,0,1.22244408847337,1,0.191929939295044,0.014524721802659,0.0124428452326295,-0.0896443132987264,-0.390012439758435,-0.0436266818727935,1.15248783858955,0.202380952380952,0.369047619047619,0.291666666666667,0.3125
