instruction_mouse.x,instruction_mouse.y,instruction_mouse.leftButton,instruction_mouse.midButton,instruction_mouse.rightButton,instruction_mouse.clicked_name,introduce_general.thisRepN,introduce_general.thisTrialN,introduce_general.thisN,introduce_general.thisIndex,introduce_general.ran,thisInstruction,participant,session,game version,date,expName,psychopyVersion,OS,frameRate,PROLIFIC PID,STUDY ID,SESSION ID,move_resp.keys,move_resp.rt,end_resp.keys,phase,condition,trial_num,time_limit,completion_time,left_right_steps,number_of_obsticle_blocks,number_of_tree_blocks,quest_complete,responsivity_summary,av_inter_brainslug_intervals,proportion_jitter,jitter_direction_proportion_right,calibration_phase.thisRepN,calibration_phase.thisTrialN,calibration_phase.thisN,calibration_phase.thisIndex,calibration_phase.ran,BlockLabel,nObsticles,backgroundImage,phaseLabel,n_side_steps,success_im,gameover_im,success_condition,introduce_learning_or_choice.thisRepN,introduce_learning_or_choice.thisTrialN,introduce_learning_or_choice.thisN,introduce_learning_or_choice.thisIndex,introduce_learning_or_choice.ran,choice_resp.keys,chosen_quest,unchosen_quest,choice_resp_3afc.keys,choice_resp_3afc.rt,unchosen_quests,forced_choice_trial.thisRepN,forced_choice_trial.thisTrialN,forced_choice_trial.thisN,forced_choice_trial.thisIndex,forced_choice_trial.ran,enjoyment_slider.response,enjoyment_slider.rt,effort_slider.response,effort_slider.rt,show_loop2.thisRepN,show_loop2.thisTrialN,show_loop2.thisN,show_loop2.thisIndex,show_loop2.ran,trials_per_block.thisRepN,trials_per_block.thisTrialN,trials_per_block.thisN,trials_per_block.thisIndex,trials_per_block.ran
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,No Brainslug No Barriers No Money,0,images/assets/snowy_original.jpg,learning,10,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,6,6,10,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,No Brainslug Difficult 1 No Money,6,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,7,7,6,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,No Brainslug Difficult 2 With Money,12,images/assets/snowy_money.jpg,learning,20,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,8,8,7,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 2 With Money,12,images/assets/snowy_money.jpg,learning,20,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,9,9,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,No Brainslug No Barriers With Money,0,images/assets/snowy_money.jpg,learning,10,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,10,10,9,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,No Brainslug No Barriers With Money,0,images/assets/snowy_money.jpg,learning,10,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,With Brainslug Difficult 2 With Money,With Brainslug Difficult 1 No Money,right,3.6995,"[""With Brainslug Difficult 1 No Money"",""With Brainslug Difficult 2 No Money""]",0,0,0,9,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 2 No Money,12,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,1,1,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,With Brainslug No Barriers No Money,0,images/assets/snowy_original.jpg,learning,10,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,2,2,5,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,No Brainslug Difficult 2 With Money,12,images/assets/snowy_money.jpg,learning,20,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,3,3,7,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,With Brainslug No Barriers With Money,0,images/assets/snowy_money.jpg,learning,10,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,4,4,4,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,No Brainslug No Barriers No Money,0,images/assets/snowy_original.jpg,learning,10,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,5,5,10,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,"[""left"",""right"",""right"",""left"",""left"",""left"",""left"",""left"",""left"",""right"",""right"",""left""]","[0.5497000000029857,1.4005000000000791,2.0759000000059586,2.7542999999971016,3.3592000000030566,4.1252999999970825,4.446299999997109,5.047099999994089,6.206000000000017,6.78820000000303,7.333799999997041,7.786799999997015]",,calibration,With Brainslug Difficult 2 With Money,7,8.61745,8.6378,4,2,0,FALSE,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 2 With Money,12,images/assets/snowy_money.jpg,learning,20,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,6,6,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 1 No Money,6,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,7,7,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 1 With Money,6,images/assets/snowy_money.jpg,learning,20,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,8,8,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,No Brainslug Difficult 2 No Money,12,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,9,9,8,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,No Brainslug Difficult 1 No Money,6,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,10,10,6,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 1 With Money,6,images/assets/snowy_money.jpg,learning,20,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,With Brainslug Difficult 2 With Money,With Brainslug Difficult 1 No Money,right,1.6567,"[""With Brainslug Difficult 1 No Money"",""With Brainslug Difficult 2 No Money""]",0,0,0,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,No Brainslug No Barriers No Money,0,images/assets/snowy_original.jpg,learning,10,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,1,1,10,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 1 No Money,6,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,2,2,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 2 No Money,12,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,3,3,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,With Brainslug No Barriers No Money,0,images/assets/snowy_original.jpg,learning,10,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,4,4,5,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,No Brainslug No Barriers With Money,0,images/assets/snowy_money.jpg,learning,10,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,5,5,9,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,No Brainslug Difficult 2 With Money,12,images/assets/snowy_money.jpg,learning,20,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,6,6,7,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,With Brainslug No Barriers With Money,0,images/assets/snowy_money.jpg,learning,10,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,7,7,4,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,No Brainslug Difficult 1 No Money,6,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,8,8,6,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,No Brainslug Difficult 2 No Money,12,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,9,9,8,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,"[""left"",""right"",""left"",""left"",""right"",""right"",""right"",""left"",""left"",""left"",""right"",""right""]","[0.5497000000029857,1.4589999999999463,2.4693000000119127,3.1676000000088607,4.008999999999901,4.770800000011832,5.064999999999941,5.649300000011863,6.237200000002986,6.663200000002917,7.593700000002968,8.19310000000894]",,calibration,With Brainslug Difficult 2 With Money,8,8.61745,8.6285,8,4,0,FALSE,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 2 With Money,12,images/assets/snowy_money.jpg,learning,20,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,10,10,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,"[""left"",""left"",""left"",""right"",""left"",""right"",""right"",""left"",""left""]","[0.727700000002983,1.360600000008958,2.1576000000089834,2.991299999997068,3.9334000000060314,4.69410000000903,5.161900000005971,5.829299999997033,6.6992000000030885]",,calibration,With Brainslug Difficult 1 No Money,9,8.61745,7.5057,5,3,0,TRUE,na,na,na,na,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 1 No Money,With Brainslug Difficult 1 No Money,left,1.5077,"[""With Brainslug Difficult 2 No Money"",""With Brainslug Difficult 2 With Money""]",,,,,,,,,,0,0,0,0,1,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 1 No Money,6,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,0,0,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 2 With Money,12,images/assets/snowy_money.jpg,learning,20,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,1,1,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,With Brainslug No Barriers With Money,0,images/assets/snowy_money.jpg,learning,10,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,2,2,4,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,No Brainslug No Barriers With Money,0,images/assets/snowy_money.jpg,learning,10,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,3,3,9,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 1 With Money,6,images/assets/snowy_money.jpg,learning,20,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,4,4,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,No Brainslug Difficult 1 No Money,6,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,5,5,6,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,With Brainslug No Barriers No Money,0,images/assets/snowy_original.jpg,learning,10,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,6,6,5,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,No Brainslug Difficult 2 With Money,12,images/assets/snowy_money.jpg,learning,20,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,7,7,7,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,No Brainslug No Barriers No Money,0,images/assets/snowy_original.jpg,learning,10,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,8,8,10,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,No Brainslug Difficult 2 No Money,12,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,9,9,8,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 2 No Money,12,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,10,10,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,No Brainslug Difficult 2 No Money,12,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,With Brainslug Difficult 2 No Money,With Brainslug Difficult 1 No Money,down,2.9879,"[""With Brainslug Difficult 1 No Money"",""With Brainslug Difficult 2 With Money""]",0,0,0,8,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,"[""left"",""right"",""left"",""right"",""right"",""right"",""right"",""left"",""right"",""left"",""left"",""left"",""left""]","[0.6133999999910884,1.3830000000000382,2.5817999999969743,3.1208999999910247,3.7738999999910448,4.121499999999969,4.657299999997008,5.312099999994075,5.88339999999107,6.528599999994071,7.315799999997012,7.6784999999999854,8.200399999991077]",,calibration,With Brainslug Difficult 2 No Money,10,8.61745,8.6251,7,4,0,FALSE,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 2 No Money,12,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,1,1,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,,67d34a0adaf54e3354cf2b1c,001,3,2025-04-15_07h17.55.919,avatar_quest_3AFC_legacy,2022.1.3,Win32,59.88023952,67d34a0adaf54e3354cf2b1c,67fe37cb3bd870bba73819bd,67fe3df008e6cdf9fae61593,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 2 With Money,12,images/assets/snowy_money.jpg,learning,20,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,2,2,2,1,,,,,,,,,,,,,,
