instruction_mouse.x,instruction_mouse.y,instruction_mouse.leftButton,instruction_mouse.midButton,instruction_mouse.rightButton,instruction_mouse.clicked_name,introduce_general.thisRepN,introduce_general.thisTrialN,introduce_general.thisN,introduce_general.thisIndex,introduce_general.ran,thisInstruction,participant,session,game version,date,expName,psychopyVersion,OS,frameRate,PROLIFIC PID,STUDY ID,SESSION ID,move_resp.keys,move_resp.rt,end_resp.keys,phase,condition,trial_num,time_limit,completion_time,left_right_steps,number_of_obsticle_blocks,number_of_tree_blocks,quest_complete,responsivity_summary,av_inter_brainslug_intervals,proportion_jitter,jitter_direction_proportion_right,calibration_phase.thisRepN,calibration_phase.thisTrialN,calibration_phase.thisN,calibration_phase.thisIndex,calibration_phase.ran,BlockLabel,nObsticles,backgroundImage,phaseLabel,n_side_steps,success_im,gameover_im,success_condition,introduce_learning_or_choice.thisRepN,introduce_learning_or_choice.thisTrialN,introduce_learning_or_choice.thisN,introduce_learning_or_choice.thisIndex,introduce_learning_or_choice.ran,choice_resp.keys,chosen_quest,unchosen_quest,choice_resp_3afc.keys,choice_resp_3afc.rt,unchosen_quests,forced_choice_trial.thisRepN,forced_choice_trial.thisTrialN,forced_choice_trial.thisN,forced_choice_trial.thisIndex,forced_choice_trial.ran,enjoyment_slider.response,enjoyment_slider.rt,effort_slider.response,effort_slider.rt,show_loop2.thisRepN,show_loop2.thisTrialN,show_loop2.thisN,show_loop2.thisIndex,show_loop2.ran,trials_per_block.thisRepN,trials_per_block.thisTrialN,trials_per_block.thisN,trials_per_block.thisIndex,trials_per_block.ran,decision_phase_AFC.thisRepN,decision_phase_AFC.thisTrialN,decision_phase_AFC.thisN,decision_phase_AFC.thisIndex,decision_phase_AFC.ran,blockN,BlockLabel1,questIm1,BlockLabel2,questIm2,BlockLabel3,questIm3,quest_condition
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,With Brainslug No Barriers No Money,0,images/assets/snowy_original.jpg,learning,10,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,2,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 1 No Money,6,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 1 With Money,6,images/assets/snowy_money.jpg,learning,20,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,4,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 2 With Money,12,images/assets/snowy_money.jpg,learning,20,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,5,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 2 No Money,12,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,6,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,No Brainslug Difficult 1 No Money,6,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,7,7,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,No Brainslug No Barriers With Money,0,images/assets/snowy_money.jpg,learning,10,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,8,8,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,"[""left""]",[5.390999999999963],,calibration,With Brainslug No Barriers With Money,39,8.9512,7.858,1,0,98,TRUE,1,"[1.2284085198782426,1.3606087167284997,1.2378695592424245,1.1117741126870329,1.744937787957972,1.5258466828744406]",0,NAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,With Brainslug No Barriers With Money,0,images/assets/snowy_money.jpg,learning,10,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,9,9,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,No Brainslug Difficult 2 No Money,12,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,10,10,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,11,0,1,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,3,With Brainslug No Barriers No Money,images/assets/With Brainslug No Barriers No Money.png,With Brainslug No Barriers With Money,images/assets/With Brainslug No Barriers With Money.png,No Brainslug No Barriers No Money,images/assets/No Brainslug No Barriers No Money.png,Agency vs. money
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,With Brainslug No Barriers With Money,0,images/assets/snowy_money.jpg,learning,10,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,With Brainslug Difficult 1 No Money,No Brainslug No Barriers No Money,down,10.089,"[""No Brainslug No Barriers No Money"",""With Brainslug No Barriers No Money""]",0,0,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,With Brainslug No Barriers No Money,0,images/assets/snowy_original.jpg,learning,10,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 1 With Money,6,images/assets/snowy_money.jpg,learning,20,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,2,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,No Brainslug Difficult 2 With Money,12,images/assets/snowy_money.jpg,learning,20,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,3,3,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 2 With Money,12,images/assets/snowy_money.jpg,learning,20,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,4,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,"[""left"",""right"",""left"",""left"",""left"",""right"",""right"",""left""]","[1.9379999999999882,2.615000000000009,3.3330000000000837,4.114000000000033,5.041000000000054,5.708000000000084,6.23700000000008,7.028999999999996]",,calibration,With Brainslug Difficult 1 No Money,40,11.189,7.84,4,4,0,TRUE,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 1 No Money,6,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,No Brainslug No Barriers No Money,0,images/assets/snowy_original.jpg,learning,10,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,6,6,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,No Brainslug Difficult 2 No Money,12,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,7,7,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,No Brainslug No Barriers With Money,0,images/assets/snowy_money.jpg,learning,10,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,8,8,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 2 No Money,12,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,9,9,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,No Brainslug Difficult 1 No Money,6,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,10,10,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,No Brainslug No Barriers With Money,0,images/assets/snowy_money.jpg,learning,10,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,With Brainslug Difficult 1 No Money,No Brainslug No Barriers No Money,down,1.767,"[""No Brainslug No Barriers No Money"",""With Brainslug No Barriers No Money""]",0,0,0,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 2 No Money,12,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 2 With Money,12,images/assets/snowy_money.jpg,learning,20,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,"[""left"",""right"",""left"",""left"",""left"",""left"",""left"",""right"",""left"",""left"",""left"",""left"",""left"",""right"",""right"",""right"",""right"",""right"",""left""]","[0.9669999999999845,1.4969999999999573,2.29099999999994,2.578999999999951,3.217999999999961,3.6359999999999673,4.58299999999997,5.488999999999919,6.086000000000013,6.636999999999944,7.1189999999999145,8.130999999999972,8.576999999999998,8.850999999999999,9.237999999999943,9.611999999999966,10.010999999999967,10.442999999999984,10.84699999999998]",,calibration,With Brainslug Difficult 1 No Money,41,11.189,11.19,7,3,0,FALSE,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 1 No Money,6,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,With Brainslug No Barriers With Money,0,images/assets/snowy_money.jpg,learning,10,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,With Brainslug No Barriers No Money,0,images/assets/snowy_original.jpg,learning,10,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 1 With Money,6,images/assets/snowy_money.jpg,learning,20,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,6,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,No Brainslug No Barriers No Money,0,images/assets/snowy_original.jpg,learning,10,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,7,7,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,No Brainslug Difficult 1 No Money,6,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,8,8,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,No Brainslug Difficult 2 With Money,12,images/assets/snowy_money.jpg,learning,20,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,9,9,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,No Brainslug Difficult 2 No Money,12,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,10,10,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,No Brainslug Difficult 2 No Money,12,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,No Brainslug No Barriers No Money,No Brainslug No Barriers No Money,left,0.552,"[""With Brainslug Difficult 1 No Money"",""With Brainslug No Barriers No Money""]",0,0,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,No Brainslug Difficult 2 With Money,12,images/assets/snowy_money.jpg,learning,20,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,1,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,No Brainslug Difficult 1 No Money,6,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,2,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 1 With Money,6,images/assets/snowy_money.jpg,learning,20,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,3,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 2 With Money,12,images/assets/snowy_money.jpg,learning,20,images/assets/success_money.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,4,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,"[""left""]",[1.58400000000006],,calibration,No Brainslug No Barriers No Money,42,8.9512,5.428,1,0,0,TRUE,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,No Brainslug No Barriers No Money,0,images/assets/snowy_original.jpg,learning,10,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,5,5,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,With Brainslug No Barriers No Money,0,images/assets/snowy_original.jpg,learning,10,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,6,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 2 No Money,12,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,7,7,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66a66d138294ce022ab541fe,001,3,2024-10-09_12h25.15.335,avatar_quest_3AFC_legacy,2022.1.3,Win32,60.0240096,66a66d138294ce022ab541fe,62bca317d87d479cda00ba3d,6706ac6110c47621d1ac73e2,,,,,,,,,,,,,,,,,,,,,,With Brainslug Difficult 1 No Money,6,images/assets/snowy_original.jpg,learning,20,images/assets/success.jpg,images/assets/gameover.jpg,,,,,,,,,,,,,0,8,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
