instruction_mouse.x,instruction_mouse.y,instruction_mouse.leftButton,instruction_mouse.midButton,instruction_mouse.rightButton,instruction_mouse.clicked_name,introduce_general.thisRepN,introduce_general.thisTrialN,introduce_general.thisN,introduce_general.thisIndex,introduce_general.ran,thisInstruction,participant,session,game version,date,expName,psychopyVersion,OS,frameRate,PROLIFIC PID,STUDY ID,SESSION ID,move_resp.keys,move_resp.rt,end_resp.keys,phase,condition,trial_num,time_limit,completion_time,left_right_steps,number_of_obsticle_blocks,number_of_tree_blocks,quest_complete,responsivity_summary,av_inter_brainslug_intervals,proportion_jitter,jitter_direction_proportion_right,calibration_phase.thisRepN,calibration_phase.thisTrialN,calibration_phase.thisN,calibration_phase.thisIndex,calibration_phase.ran,BlockLabel,nObsticles,backgroundImage,phaseLabel,n_side_steps,success_im,gameover_im,success_condition,introduce_learning_or_choice.thisRepN,introduce_learning_or_choice.thisTrialN,introduce_learning_or_choice.thisN,introduce_learning_or_choice.thisIndex,introduce_learning_or_choice.ran,choice_resp.keys,chosen_quest,unchosen_quest,choice_resp_3afc.keys,choice_resp_3afc.rt,unchosen_quests,forced_choice_trial.thisRepN,forced_choice_trial.thisTrialN,forced_choice_trial.thisN,forced_choice_trial.thisIndex,forced_choice_trial.ran,enjoyment_slider.response,enjoyment_slider.rt,effort_slider.response,effort_slider.rt,show_loop2.thisRepN,show_loop2.thisTrialN,show_loop2.thisN,show_loop2.thisIndex,show_loop2.ran,trials_per_block.thisRepN,trials_per_block.thisTrialN,trials_per_block.thisN,trials_per_block.thisIndex,trials_per_block.ran,decision_phase_AFC.thisRepN,decision_phase_AFC.thisTrialN,decision_phase_AFC.thisN,decision_phase_AFC.thisIndex,decision_phase_AFC.ran,blockN,BlockLabel1,questIm1,BlockLabel2,questIm2,BlockLabel3,questIm3,quest_condition,showForcedChoice.thisRepN,showForcedChoice.thisTrialN,showForcedChoice.thisN,showForcedChoice.thisIndex,showForcedChoice.ran
0.420855035,-0.404618056,1,0,0,instruction_button,0,0,0,0,1,images/instructions_part1_LSM_taskversion1/Slide1.JPG,615374d9fd9b41728babd974,001,3,2025-04-15_08h38.08.680,avatar_quest_3AFC_legacy,2022.1.3,MacIntel,60.24096386,615374d9fd9b41728babd974,67fe37cb3bd870bba73819bd,67fe5283e3ad45c2881fd609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.420855035,-0.404618056,1,0,0,instruction_button,0,1,1,1,1,images/instructions_part1_LSM_taskversion1/Slide2.JPG,615374d9fd9b41728babd974,001,3,2025-04-15_08h38.08.680,avatar_quest_3AFC_legacy,2022.1.3,MacIntel,60.24096386,615374d9fd9b41728babd974,67fe37cb3bd870bba73819bd,67fe5283e3ad45c2881fd609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.420855035,-0.404618056,1,0,0,instruction_button,0,2,2,2,1,images/instructions_part1_LSM_taskversion1/Slide3.JPG,615374d9fd9b41728babd974,001,3,2025-04-15_08h38.08.680,avatar_quest_3AFC_legacy,2022.1.3,MacIntel,60.24096386,615374d9fd9b41728babd974,67fe37cb3bd870bba73819bd,67fe5283e3ad45c2881fd609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.417391493,-0.401375868,1,0,0,instruction_button,0,3,3,3,1,images/instructions_part1_LSM_taskversion1/Slide3.5.JPG,615374d9fd9b41728babd974,001,3,2025-04-15_08h38.08.680,avatar_quest_3AFC_legacy,2022.1.3,MacIntel,60.24096386,615374d9fd9b41728babd974,67fe37cb3bd870bba73819bd,67fe5283e3ad45c2881fd609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.417391493,-0.401375868,1,0,0,instruction_button,0,4,4,4,1,images/instructions_part1_LSM_taskversion1/Slide4.JPG,615374d9fd9b41728babd974,001,3,2025-04-15_08h38.08.680,avatar_quest_3AFC_legacy,2022.1.3,MacIntel,60.24096386,615374d9fd9b41728babd974,67fe37cb3bd870bba73819bd,67fe5283e3ad45c2881fd609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.417391493,-0.401375868,1,0,0,instruction_button,0,5,5,5,1,images/instructions_part1_LSM_taskversion1/Slide6.5.JPG,615374d9fd9b41728babd974,001,3,2025-04-15_08h38.08.680,avatar_quest_3AFC_legacy,2022.1.3,MacIntel,60.24096386,615374d9fd9b41728babd974,67fe37cb3bd870bba73819bd,67fe5283e3ad45c2881fd609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,615374d9fd9b41728babd974,001,3,2025-04-15_08h38.08.680,avatar_quest_3AFC_legacy,2022.1.3,MacIntel,60.24096386,615374d9fd9b41728babd974,67fe37cb3bd870bba73819bd,67fe5283e3ad45c2881fd609,"[""left"",""left"",""left"",""right""]","[4.374699999928467,4.4879999999999995,4.822999999999993,6.923199999928471]",,calibration,No Brainslug No Barriers No Money,1,100,7.016,4,0,93,TRUE,na,na,na,na,0,0,0,0,1,No Brainslug No Barriers No Money,0,images/assets/snowy_original.jpg,calibration,10,images/assets/success.jpg,images/assets/gameover.jpg,never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,615374d9fd9b41728babd974,001,3,2025-04-15_08h38.08.680,avatar_quest_3AFC_legacy,2022.1.3,MacIntel,60.24096386,615374d9fd9b41728babd974,67fe37cb3bd870bba73819bd,67fe5283e3ad45c2881fd609,"[""right"",""up"",""up"",""left"",""left"",""left"",""left"",""right"",""right"",""right"",""right"",""up""]","[0.16320000004768076,1.5634999999999906,2.0291000000238455,2.6653000000715252,2.948999999999998,3.150800000071527,3.4302000000476767,4.012999999999991,4.179999999999993,4.36390000009537,4.582600000023845,5.350999999999999]",,calibration,No Brainslug No Barriers No Money,2,100,5.4469,9,0,5,TRUE,na,na,na,na,0,1,1,1,1,No Brainslug No Barriers No Money,0,images/assets/snowy_original.jpg,calibration,10,images/assets/success.jpg,images/assets/gameover.jpg,never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,615374d9fd9b41728babd974,001,3,2025-04-15_08h38.08.680,avatar_quest_3AFC_legacy,2022.1.3,MacIntel,60.24096386,615374d9fd9b41728babd974,67fe37cb3bd870bba73819bd,67fe5283e3ad45c2881fd609,"[""up"",""left"",""left"",""left"",""right"",""right"",""right"",""right"",""right"",""up"",""down"",""down"",""up"",""left"",""left"",""left""]","[0.11360000002385107,2.6481000000238453,2.8963999999761683,3.1301000000238446,3.6463999999761683,3.8633000000715327,4.064000000000007,4.2806000000238384,4.497,5.007600000023842,6.64800000000001,6.880899999976165,7.134399999976168,12.28139999997616,12.465200000047687,12.664000000000001]",,calibration,No Brainslug No Barriers No Money,3,100,13.4999,10,0,480,TRUE,na,na,na,na,0,2,2,2,1,No Brainslug No Barriers No Money,0,images/assets/snowy_original.jpg,calibration,10,images/assets/success.jpg,images/assets/gameover.jpg,never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.408328993,-0.393346354,1,0,0,instruction_button,,,,,,images/instructions_part2_LSM_taskversion3.jpg,615374d9fd9b41728babd974,001,3,2025-04-15_08h38.08.680,avatar_quest_3AFC_legacy,2022.1.3,MacIntel,60.24096386,615374d9fd9b41728babd974,67fe37cb3bd870bba73819bd,67fe5283e3ad45c2881fd609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
